time,load_shortfall_3h
2018-01-01 00:00:00,6940.947393249104
2018-01-01 03:00:00,6787.846602952927
2018-01-01 06:00:00,7450.430636931563
2018-01-01 09:00:00,7932.66189958476
2018-01-01 12:00:00,7386.494782204688
2018-01-01 15:00:00,7053.935040662733
2018-01-01 18:00:00,6540.2409960562445
2018-01-01 21:00:00,7693.750831347084
2018-01-02 00:00:00,6202.001190192346
2018-01-02 03:00:00,7221.612939540528
2018-01-02 06:00:00,8242.441848167155
2018-01-02 09:00:00,8424.715098564035
2018-01-02 12:00:00,6296.01262202177
2018-01-02 15:00:00,8979.16500582762
2018-01-02 18:00:00,9199.60784526704
2018-01-02 21:00:00,9197.94631750926
2018-01-03 00:00:00,7957.300798586502
2018-01-03 03:00:00,8276.029165475515
2018-01-03 06:00:00,7820.024870663929
2018-01-03 09:00:00,8466.609477014013
2018-01-03 12:00:00,8572.849879616733
2018-01-03 15:00:00,8355.897420485522
2018-01-03 18:00:00,10208.346542839508
2018-01-03 21:00:00,10370.572050738794
2018-01-04 00:00:00,8212.640204492462
2018-01-04 03:00:00,9612.17953654183
2018-01-04 06:00:00,10084.094264355464
2018-01-04 09:00:00,9199.334060918329
2018-01-04 12:00:00,9449.526298698223
2018-01-04 15:00:00,9566.372636888393
2018-01-04 18:00:00,9541.493766839812
2018-01-04 21:00:00,8756.762379085025
2018-01-05 00:00:00,6797.747341851156
2018-01-05 03:00:00,7402.131302303724
2018-01-05 06:00:00,7240.714324992101
2018-01-05 09:00:00,6062.715355669617
2018-01-05 12:00:00,5355.304469447639
2018-01-05 15:00:00,7609.398071250892
2018-01-05 18:00:00,8326.943451718427
2018-01-05 21:00:00,9464.091019518753
2018-01-06 00:00:00,6228.7179644651105
2018-01-06 03:00:00,7567.869557083869
2018-01-06 06:00:00,8769.67327742416
2018-01-06 09:00:00,8320.880860554476
2018-01-06 12:00:00,10218.75447865329
2018-01-06 15:00:00,11071.728500335174
2018-01-06 18:00:00,11209.681931436018
2018-01-06 21:00:00,11294.440610001524
2018-01-07 00:00:00,7476.285480226776
2018-01-07 03:00:00,8321.378802271054
2018-01-07 06:00:00,8916.695677689378
2018-01-07 09:00:00,9413.615305511075
2018-01-07 12:00:00,8314.274338677338
2018-01-07 15:00:00,9137.062040960749
2018-01-07 18:00:00,9696.29573840159
2018-01-07 21:00:00,10829.925662026797
2018-01-08 00:00:00,7217.947110129926
2018-01-08 03:00:00,7274.218937873965
2018-01-08 06:00:00,9860.379501986612
2018-01-08 09:00:00,8686.94315187615
2018-01-08 12:00:00,9278.817861976928
2018-01-08 15:00:00,10836.075763021914
2018-01-08 18:00:00,10757.384406590847
2018-01-08 21:00:00,10925.429491648563
2018-01-09 00:00:00,8970.421245740363
2018-01-09 03:00:00,7621.685219412226
2018-01-09 06:00:00,9175.822862806079
2018-01-09 09:00:00,9098.674315633889
2018-01-09 12:00:00,8935.227220281566
2018-01-09 15:00:00,8708.72202908103
2018-01-09 18:00:00,8749.155662891042
2018-01-09 21:00:00,9024.005674443446
2018-01-10 00:00:00,6924.170047324817
2018-01-10 03:00:00,6923.898059649163
2018-01-10 06:00:00,8437.399929528188
2018-01-10 09:00:00,8710.90846771532
2018-01-10 12:00:00,8652.825577077234
2018-01-10 15:00:00,6502.369433660033
2018-01-10 18:00:00,8098.568092842876
2018-01-10 21:00:00,8355.55856969326
2018-01-11 00:00:00,6841.281313720284
2018-01-11 03:00:00,6871.610229973372
2018-01-11 06:00:00,7350.507259168389
2018-01-11 09:00:00,7918.376776233404
2018-01-11 12:00:00,5348.59568071178
2018-01-11 15:00:00,5637.254337096899
2018-01-11 18:00:00,7703.004354393028
2018-01-11 21:00:00,8894.372405802826
2018-01-12 00:00:00,8717.451068170416
2018-01-12 03:00:00,7988.511508719819
2018-01-12 06:00:00,7936.235720098152
2018-01-12 09:00:00,8533.984105485553
2018-01-12 12:00:00,9840.382282617975
2018-01-12 15:00:00,10552.184324823542
2018-01-12 18:00:00,10848.029623723965
2018-01-12 21:00:00,10138.325957695793
2018-01-13 00:00:00,8406.36478160127
2018-01-13 03:00:00,9408.866714434787
2018-01-13 06:00:00,8813.569009750088
2018-01-13 09:00:00,9062.342772982145
2018-01-13 12:00:00,9569.221575915966
2018-01-13 15:00:00,10617.510015590313
2018-01-13 18:00:00,10775.446779147054
2018-01-13 21:00:00,8858.2050845149
2018-01-14 00:00:00,4925.310690680492
2018-01-14 03:00:00,8263.18028159262
2018-01-14 06:00:00,7170.4238210488165
2018-01-14 09:00:00,8133.777929109307
2018-01-14 12:00:00,7878.4547703176795
2018-01-14 15:00:00,8177.932420687728
2018-01-14 18:00:00,8898.501428754773
2018-01-14 21:00:00,9800.270736323517
2018-01-15 00:00:00,7753.896662854888
2018-01-15 03:00:00,8064.870629946392
2018-01-15 06:00:00,8367.175277272447
2018-01-15 09:00:00,8562.322352315146
2018-01-15 12:00:00,9797.35832193047
2018-01-15 15:00:00,9916.755648859054
2018-01-15 18:00:00,9660.573243486539
2018-01-15 21:00:00,10539.127811836022
2018-01-16 00:00:00,8755.486354444849
2018-01-16 03:00:00,8704.516040116034
2018-01-16 06:00:00,9448.316576880557
2018-01-16 09:00:00,9126.986304726946
2018-01-16 12:00:00,9596.224727107106
2018-01-16 15:00:00,10442.364472018133
2018-01-16 18:00:00,10137.088300261807
2018-01-16 21:00:00,9456.09859531234
2018-01-17 00:00:00,6750.642180004861
2018-01-17 03:00:00,7494.800512318721
2018-01-17 06:00:00,8740.380293915972
