time,load_shortfall_3h
2018-01-01 00:00:00,124119.77890401459
2018-01-01 03:00:00,106200.60842433164
2018-01-01 06:00:00,112186.45445591284
2018-01-01 09:00:00,156695.2275786019
2018-01-01 12:00:00,80595.84485117058
2018-01-01 15:00:00,136044.7612285683
2018-01-01 18:00:00,73027.71468655359
2018-01-01 21:00:00,65688.62773114514
2018-01-02 00:00:00,131318.056496614
2018-01-02 03:00:00,122961.10480898306
2018-01-02 06:00:00,170619.6208152163
2018-01-02 09:00:00,188726.992106299
2018-01-02 12:00:00,113780.20865438093
2018-01-02 15:00:00,128043.31063273567
2018-01-02 18:00:00,175421.02047490285
2018-01-02 21:00:00,142960.35914973763
2018-01-03 00:00:00,142370.75250626745
2018-01-03 03:00:00,143609.38498548628
2018-01-03 06:00:00,83896.87971523814
2018-01-03 09:00:00,119734.03561874288
2018-01-03 12:00:00,108376.54879710844
2018-01-03 15:00:00,100968.37951647806
2018-01-03 18:00:00,154316.49830636257
2018-01-03 21:00:00,130428.2336141948
2018-01-04 00:00:00,112351.82752814262
2018-01-04 03:00:00,155185.2083823224
2018-01-04 06:00:00,156973.58858534414
2018-01-04 09:00:00,110869.92835504201
2018-01-04 12:00:00,117616.75200617562
2018-01-04 15:00:00,115138.91879818305
2018-01-04 18:00:00,95490.6608588103
2018-01-04 21:00:00,88456.65252357585
2018-01-05 00:00:00,133152.621578792
2018-01-05 03:00:00,127396.82654779998
2018-01-05 06:00:00,101131.25992241516
2018-01-05 09:00:00,44625.34828264508
2018-01-05 12:00:00,109177.58692915112
2018-01-05 15:00:00,175484.0167847352
2018-01-05 18:00:00,87820.38968923963
2018-01-05 21:00:00,193802.19496170475
2018-01-06 00:00:00,105262.58218161786
2018-01-06 03:00:00,66462.96142701144
2018-01-06 06:00:00,171760.88150045642
2018-01-06 09:00:00,149919.47116983045
2018-01-06 12:00:00,204503.1550799401
2018-01-06 15:00:00,208361.8651966453
2018-01-06 18:00:00,241333.6709252099
2018-01-06 21:00:00,247611.129224488
2018-01-07 00:00:00,162062.23889452676
2018-01-07 03:00:00,215922.02887913337
2018-01-07 06:00:00,171038.01481510766
2018-01-07 09:00:00,207835.44049301094
2018-01-07 12:00:00,223085.5207752668
2018-01-07 15:00:00,148225.33291740253
2018-01-07 18:00:00,126914.58523599012
2018-01-07 21:00:00,231314.3677788665
2018-01-08 00:00:00,98197.44962444619
2018-01-08 03:00:00,77725.24584387164
2018-01-08 06:00:00,197640.53676504694
