time,load_shortfall_3h
2018-01-01 00:00:00,7494.257015401963
2018-01-01 03:00:00,7539.55305110896
2018-01-01 06:00:00,8073.491792579414
2018-01-01 09:00:00,8452.188353314064
2018-01-01 12:00:00,7326.349334923318
2018-01-01 15:00:00,8089.8920249457005
2018-01-01 18:00:00,7396.314326179214
2018-01-01 21:00:00,8756.352583050495
2018-01-02 00:00:00,7627.210201750742
2018-01-02 03:00:00,8157.358169643674
2018-01-02 06:00:00,8872.273061910179
2018-01-02 09:00:00,8861.39695245563
2018-01-02 12:00:00,7416.454518805025
2018-01-02 15:00:00,9343.684251314495
2018-01-02 18:00:00,9614.820374253672
2018-01-02 21:00:00,9387.004807328805
2018-01-03 00:00:00,8379.797311006812
2018-01-03 03:00:00,8783.244898979785
2018-01-03 06:00:00,8811.519839982735
2018-01-03 09:00:00,9359.35191327706
2018-01-03 12:00:00,9270.844332873356
2018-01-03 15:00:00,9073.65155307483
2018-01-03 18:00:00,10676.152455533855
2018-01-03 21:00:00,10051.231174953282
2018-01-04 00:00:00,7759.381641530199
2018-01-04 03:00:00,9805.119146492798
2018-01-04 06:00:00,10326.696133179357
2018-01-04 09:00:00,9602.199859580258
2018-01-04 12:00:00,9535.080842668423
2018-01-04 15:00:00,9515.361108138692
2018-01-04 18:00:00,9647.83627970051
2018-01-04 21:00:00,9733.59229510813
2018-01-05 00:00:00,7286.018452872755
2018-01-05 03:00:00,8151.645179237006
2018-01-05 06:00:00,8303.06733680144
2018-01-05 09:00:00,7250.095676857745
2018-01-05 12:00:00,7244.084412749857
2018-01-05 15:00:00,8261.986722316127
2018-01-05 18:00:00,9113.300694230478
2018-01-05 21:00:00,10257.617197264452
2018-01-06 00:00:00,8311.008812563727
2018-01-06 03:00:00,9198.523277202854
2018-01-06 06:00:00,9929.78221554379
2018-01-06 09:00:00,9500.875208243495
2018-01-06 12:00:00,9978.507256402168
2018-01-06 15:00:00,10335.799819356995
2018-01-06 18:00:00,10326.341081551742
2018-01-06 21:00:00,11039.708567676134
2018-01-07 00:00:00,7947.471842405153
2018-01-07 03:00:00,8542.280774567276
2018-01-07 06:00:00,8926.289302384015
2018-01-07 09:00:00,9588.411991771078
2018-01-07 12:00:00,9613.579582348
2018-01-07 15:00:00,10447.174125878839
2018-01-07 18:00:00,10582.354286268353
2018-01-07 21:00:00,11633.538826666307
2018-01-08 00:00:00,8287.737843763316
2018-01-08 03:00:00,8220.830104201566
2018-01-08 06:00:00,10927.00607516244
2018-01-08 09:00:00,9742.560396853369
2018-01-08 12:00:00,9498.817350574536
2018-01-08 15:00:00,10992.866714260308
2018-01-08 18:00:00,11384.947834769962
2018-01-08 21:00:00,11804.419243059587
2018-01-09 00:00:00,9700.850818767678
2018-01-09 03:00:00,8704.19986369647
2018-01-09 06:00:00,9848.436948507559
2018-01-09 09:00:00,9535.9369904357
2018-01-09 12:00:00,9003.622560010292
2018-01-09 15:00:00,8843.735447323648
2018-01-09 18:00:00,9633.910389404045
