time,load_shortfall_3h
2018-01-01 00:00:00,10331.77210234806
2018-01-01 03:00:00,9796.345974179832
2018-01-01 06:00:00,10343.0743768735
2018-01-01 09:00:00,11088.041611708846
2018-01-01 12:00:00,10583.172068446906
2018-01-01 15:00:00,9959.048645607962
2018-01-01 18:00:00,9140.815956916762
2018-01-01 21:00:00,9385.115919046455
2018-01-02 00:00:00,9784.356676023124
2018-01-02 03:00:00,10579.228933816259
2018-01-02 06:00:00,11309.440606205007
2018-01-02 09:00:00,11948.359881814915
2018-01-02 12:00:00,9029.96830388798
2018-01-02 15:00:00,11649.496958567746
2018-01-02 18:00:00,11655.935286832197
2018-01-02 21:00:00,10972.032092625352
2018-01-03 00:00:00,11726.578636267535
2018-01-03 03:00:00,11729.578392372518
2018-01-03 06:00:00,10992.992665257312
2018-01-03 09:00:00,11225.940174470856
2018-01-03 12:00:00,11217.82852119662
2018-01-03 15:00:00,10467.383198498925
2018-01-03 18:00:00,12147.436715037204
2018-01-03 21:00:00,12068.315239748565
2018-01-04 00:00:00,11786.194808887336
2018-01-04 03:00:00,12750.715642208947
2018-01-04 06:00:00,13183.609899752897
2018-01-04 09:00:00,11468.154319088366
2018-01-04 12:00:00,11840.245966111584
2018-01-04 15:00:00,10946.165460637163
2018-01-04 18:00:00,10418.579078402809
2018-01-04 21:00:00,9251.291811703813
2018-01-05 00:00:00,9454.713716989534
2018-01-05 03:00:00,9692.042971093775
2018-01-05 06:00:00,9157.369551452895
2018-01-05 09:00:00,7542.833658868644
2018-01-05 12:00:00,5938.086236819292
2018-01-05 15:00:00,8312.709661442292
2018-01-05 18:00:00,8576.271876096933
2018-01-05 21:00:00,9597.21579197022
2018-01-06 00:00:00,7788.859910833056
2018-01-06 03:00:00,8608.229197366869
2018-01-06 06:00:00,10134.436375860018
2018-01-06 09:00:00,8978.556570301798
2018-01-06 12:00:00,11478.80755743957
2018-01-06 15:00:00,12651.47346476796
2018-01-06 18:00:00,12216.601265205802
2018-01-06 21:00:00,11545.761009379594
2018-01-07 00:00:00,9111.094987671415
2018-01-07 03:00:00,10068.742965273392
2018-01-07 06:00:00,9850.41730906485
2018-01-07 09:00:00,10160.08102719777
2018-01-07 12:00:00,8866.12681954633
2018-01-07 15:00:00,9619.456290802094
2018-01-07 18:00:00,9609.750357355082
2018-01-07 21:00:00,11042.002411095858
2018-01-08 00:00:00,8673.653935223818
2018-01-08 03:00:00,8348.360120775693
2018-01-08 06:00:00,11206.135099613712
2018-01-08 09:00:00,9317.861884032942
2018-01-08 12:00:00,9973.48033274504
