time,load_shortfall_3h
2018-01-01 00:00:00,9977.24333333334
2018-01-01 03:00:00,7322.418095238096
2018-01-01 06:00:00,5535.8309523809585
2018-01-01 09:00:00,8591.50476190476
2018-01-01 12:00:00,8320.674523809528
2018-01-01 15:00:00,10507.826190476178
2018-01-01 18:00:00,8751.569523809527
2018-01-01 21:00:00,9212.558571428568
2018-01-02 00:00:00,9975.300952380941
2018-01-02 03:00:00,5716.668571428575
2018-01-02 06:00:00,5516.686666666672
2018-01-02 09:00:00,7399.32261904762
2018-01-02 12:00:00,8936.28714285714
2018-01-02 15:00:00,9214.649047619043
2018-01-02 18:00:00,10182.257857142858
2018-01-02 21:00:00,10270.455238095235
2018-01-03 00:00:00,9647.737142857128
2018-01-03 03:00:00,4874.992857142859
2018-01-03 06:00:00,3822.297619047621
2018-01-03 09:00:00,5916.454761904764
2018-01-03 12:00:00,4186.031904761906
2018-01-03 15:00:00,4031.9423809523773
2018-01-03 18:00:00,4022.9647619047614
2018-01-03 21:00:00,4973.140952380956
2018-01-04 00:00:00,8178.335238095243
2018-01-04 03:00:00,5220.941904761907
2018-01-04 06:00:00,4371.87476190476
2018-01-04 09:00:00,3661.864285714292
2018-01-04 12:00:00,3930.922857142857
2018-01-04 15:00:00,3609.775714285711
2018-01-04 18:00:00,4130.52380952381
2018-01-04 21:00:00,4660.896190476195
2018-01-05 00:00:00,8445.114285714288
2018-01-05 03:00:00,5925.059047619041
2018-01-05 06:00:00,4008.283809523812
2018-01-05 09:00:00,4433.66952380952
2018-01-05 12:00:00,3934.0585714285753
2018-01-05 15:00:00,4135.491428571427
2018-01-05 18:00:00,5110.134285714276
2018-01-05 21:00:00,4794.618095238091
2018-01-06 00:00:00,10930.062380952408
2018-01-06 03:00:00,10441.587619047623
2018-01-06 06:00:00,10191.68095238096
2018-01-06 09:00:00,12250.956666666685
2018-01-06 12:00:00,12529.625714285728
2018-01-06 15:00:00,11734.00190476191
2018-01-06 18:00:00,12912.909047619056
2018-01-06 21:00:00,12780.560476190469
2018-01-07 00:00:00,11277.796190476227
2018-01-07 03:00:00,10715.510476190471
2018-01-07 06:00:00,9974.361428571427
2018-01-07 09:00:00,12708.216666666665
2018-01-07 12:00:00,12603.464285714297
2018-01-07 15:00:00,13257.64476190478
2018-01-07 18:00:00,12701.119047619048
2018-01-07 21:00:00,12783.665714285722
2018-01-08 00:00:00,13020.096666666677
2018-01-08 03:00:00,11057.716190476182
2018-01-08 06:00:00,10776.573809523814
2018-01-08 09:00:00,12779.964285714292
2018-01-08 12:00:00,14716.52380952382
2018-01-08 15:00:00,16264.40714285716
2018-01-08 18:00:00,14232.01238095239
2018-01-08 21:00:00,13547.337619047636
2018-01-09 00:00:00,13256.606666666667
2018-01-09 03:00:00,11478.893809523797
2018-01-09 06:00:00,11063.261428571423
2018-01-09 09:00:00,11501.4742857143
2018-01-09 12:00:00,13374.471428571434
2018-01-09 15:00:00,13595.874761904774
2018-01-09 18:00:00,13550.9280952381
2018-01-09 21:00:00,13596.4419047619
2018-01-10 00:00:00,13405.444761904771
2018-01-10 03:00:00,11599.27809523811
2018-01-10 06:00:00,11008.839047619045
2018-01-10 09:00:00,12566.157619047644
2018-01-10 12:00:00,13655.679999999991
2018-01-10 15:00:00,13745.154285714294
2018-01-10 18:00:00,13710.272380952394
2018-01-10 21:00:00,13752.820476190469
2018-01-11 00:00:00,13550.878571428559
2018-01-11 03:00:00,12047.023809523816
2018-01-11 06:00:00,11009.578095238103
2018-01-11 09:00:00,12358.297619047622
2018-01-11 12:00:00,13199.812857142855
2018-01-11 15:00:00,11689.894285714297
2018-01-11 18:00:00,13002.735714285733
2018-01-11 21:00:00,12843.361428571428
2018-01-12 00:00:00,12984.468571428593
2018-01-12 03:00:00,12045.647619047622
2018-01-12 06:00:00,11224.236190476191
2018-01-12 09:00:00,14069.93761904763
2018-01-12 12:00:00,15729.329999999993
2018-01-12 15:00:00,16707.669523809553
2018-01-12 18:00:00,17438.442380952376
2018-01-12 21:00:00,17497.713809523797
2018-01-13 00:00:00,15601.977142857148
2018-01-13 03:00:00,6155.667619047609
2018-01-13 06:00:00,5150.339999999996
2018-01-13 09:00:00,10623.882857142875
2018-01-13 12:00:00,12453.127619047655
2018-01-13 15:00:00,12462.312857142879
2018-01-13 18:00:00,12496.87476190478
2018-01-13 21:00:00,11635.32476190478
2018-01-14 00:00:00,13864.704761904779
2018-01-14 03:00:00,6434.068095238094
2018-01-14 06:00:00,5646.6004761904815
2018-01-14 09:00:00,10226.330952380935
2018-01-14 12:00:00,10907.28000000004
2018-01-14 15:00:00,10173.810952380973
2018-01-14 18:00:00,11518.596190476217
2018-01-14 21:00:00,13655.105714285735
2018-01-15 00:00:00,14239.044761904786
2018-01-15 03:00:00,6964.4119047619015
2018-01-15 06:00:00,7403.22666666666
2018-01-15 09:00:00,12054.07309523809
2018-01-15 12:00:00,12798.542380952375
2018-01-15 15:00:00,11163.200952380965
2018-01-15 18:00:00,10915.320476190494
2018-01-15 21:00:00,12062.862857142858
2018-01-16 00:00:00,12804.980952380976
2018-01-16 03:00:00,5292.598095238091
2018-01-16 06:00:00,4661.181428571427
2018-01-16 09:00:00,9401.413809523827
2018-01-16 12:00:00,11663.886666666669
2018-01-16 15:00:00,10498.1838095238
2018-01-16 18:00:00,11137.554285714286
2018-01-16 21:00:00,11074.83238095239
2018-01-17 00:00:00,11454.258571428587
2018-01-17 03:00:00,4812.364285714287
2018-01-17 06:00:00,4834.167619047617
2018-01-17 09:00:00,9964.837380952387
2018-01-17 12:00:00,11841.860476190475
2018-01-17 15:00:00,10317.437142857132
2018-01-17 18:00:00,12984.093333333347
2018-01-17 21:00:00,15070.381428571416
2018-01-18 00:00:00,14821.300476190485
2018-01-18 03:00:00,6626.2495238095225
2018-01-18 06:00:00,5261.686666666668
2018-01-18 09:00:00,8831.63261904762
