time,load_shortfall_3h
2018-01-01 00:00:00,9649.1401970316
2018-01-01 03:00:00,9292.898036830642
2018-01-01 06:00:00,9835.837131297614
2018-01-01 09:00:00,10346.715452888404
2018-01-01 12:00:00,8994.12178568945
2018-01-01 15:00:00,9059.786733316763
2018-01-01 18:00:00,7949.686638684336
2018-01-01 21:00:00,8926.10956853027
2018-01-02 00:00:00,10013.820260727141
2018-01-02 03:00:00,9949.637681493174
2018-01-02 06:00:00,10766.832537347367
2018-01-02 09:00:00,10738.907833034438
2018-01-02 12:00:00,8391.652904136363
2018-01-02 15:00:00,10184.607561461724
2018-01-02 18:00:00,10427.173744576206
2018-01-02 21:00:00,9528.44017360554
2018-01-03 00:00:00,10610.833041842423
2018-01-03 03:00:00,10668.115736564807
2018-01-03 06:00:00,10286.056967023382
2018-01-03 09:00:00,10421.117448727455
2018-01-03 12:00:00,10103.926327189038
2018-01-03 15:00:00,9213.877946035078
2018-01-03 18:00:00,11042.597185602554
2018-01-03 21:00:00,9909.392268188396
2018-01-04 00:00:00,9267.002085395441
2018-01-04 03:00:00,11598.894977690168
2018-01-04 06:00:00,12152.277401598003
2018-01-04 09:00:00,10376.54468913504
2018-01-04 12:00:00,10655.747296788453
2018-01-04 15:00:00,10280.98977592954
2018-01-04 18:00:00,9752.703050846389
2018-01-04 21:00:00,9612.337826586358
2018-01-05 00:00:00,9183.419797039547
2018-01-05 03:00:00,9811.097201106284
2018-01-05 06:00:00,9735.806982395865
2018-01-05 09:00:00,7758.597538986956
2018-01-05 12:00:00,6504.108340173978
2018-01-05 15:00:00,8538.789454375808
2018-01-05 18:00:00,9293.662972357572
2018-01-05 21:00:00,10347.915787480491
2018-01-06 00:00:00,9731.791533525466
2018-01-06 03:00:00,9610.0761981128
2018-01-06 06:00:00,11170.042171282535
2018-01-06 09:00:00,11034.706059624164
2018-01-06 12:00:00,11680.076767284943
2018-01-06 15:00:00,11989.037565817991
2018-01-06 18:00:00,11786.012148448084
2018-01-06 21:00:00,11700.064146082095
2018-01-07 00:00:00,9968.482548817088
2018-01-07 03:00:00,10708.769809599638
2018-01-07 06:00:00,10753.743384989772
2018-01-07 09:00:00,11151.002170769118
2018-01-07 12:00:00,10701.731571305105
2018-01-07 15:00:00,11304.621426191796
2018-01-07 18:00:00,10904.230857785404
2018-01-07 21:00:00,11800.252075632035
2018-01-08 00:00:00,9376.005164877426
2018-01-08 03:00:00,8930.438091844933
2018-01-08 06:00:00,11782.255026413131
2018-01-08 09:00:00,9756.11742936833
2018-01-08 12:00:00,9938.345570530568
2018-01-08 15:00:00,11699.995796289886
2018-01-08 18:00:00,11699.029944913758
2018-01-08 21:00:00,11748.705342797384
2018-01-09 00:00:00,11609.011776794934
2018-01-09 03:00:00,9715.14958754509
2018-01-09 06:00:00,11052.640821755447
2018-01-09 09:00:00,10445.406570641608
2018-01-09 12:00:00,9499.1920057381
2018-01-09 15:00:00,8835.555533190563
2018-01-09 18:00:00,9444.186688322296
2018-01-09 21:00:00,9579.401867165285
2018-01-10 00:00:00,9608.881606440158
2018-01-10 03:00:00,9627.829103979322
2018-01-10 06:00:00,9778.71588446946
2018-01-10 09:00:00,10289.450406895336
2018-01-10 12:00:00,9845.543784797715
2018-01-10 15:00:00,7512.049487507553
2018-01-10 18:00:00,8927.03531592717
2018-01-10 21:00:00,8642.449466814218
2018-01-11 00:00:00,8845.914144984257
2018-01-11 03:00:00,8455.86882892525
2018-01-11 06:00:00,8890.689907716944
2018-01-11 09:00:00,8813.365207286552
2018-01-11 12:00:00,6510.016714334744
2018-01-11 15:00:00,7766.9783695379665
2018-01-11 18:00:00,9788.62745694672
2018-01-11 21:00:00,9466.507098089556
2018-01-12 00:00:00,11205.04785558413
2018-01-12 03:00:00,10458.4527251627
2018-01-12 06:00:00,10654.171018394623
2018-01-12 09:00:00,10053.099453917543
2018-01-12 12:00:00,11623.5849484811
2018-01-12 15:00:00,11094.96716279375
2018-01-12 18:00:00,11369.281952539219
2018-01-12 21:00:00,10932.91851862883
2018-01-13 00:00:00,11307.114787605024
2018-01-13 03:00:00,11982.456546126694
2018-01-13 06:00:00,11040.388974835516
2018-01-13 09:00:00,10684.263690896885
2018-01-13 12:00:00,9975.991121022293
2018-01-13 15:00:00,11507.792879721117
2018-01-13 18:00:00,11135.080236315596
2018-01-13 21:00:00,9016.718443416048
2018-01-14 00:00:00,8975.087322105494
2018-01-14 03:00:00,10178.540323444651
2018-01-14 06:00:00,9276.866037497544
2018-01-14 09:00:00,9506.919417994784
2018-01-14 12:00:00,7815.838396807181
2018-01-14 15:00:00,8157.36499732648
2018-01-14 18:00:00,9860.048307748173
2018-01-14 21:00:00,10571.89447998626
2018-01-15 00:00:00,11205.127652455649
2018-01-15 03:00:00,10150.184286474472
2018-01-15 06:00:00,10290.316233318923
2018-01-15 09:00:00,9729.32098598754
2018-01-15 12:00:00,10708.185730494322
2018-01-15 15:00:00,10670.343644691588
2018-01-15 18:00:00,10231.007852091741
2018-01-15 21:00:00,10735.455306052445
2018-01-16 00:00:00,10607.50923843727
2018-01-16 03:00:00,9993.735164473841
2018-01-16 06:00:00,10775.133494206757
2018-01-16 09:00:00,9579.000871445242
2018-01-16 12:00:00,9814.548543030101
2018-01-16 15:00:00,9889.973946449758
2018-01-16 18:00:00,10329.825839944417
2018-01-16 21:00:00,9893.167833293784
2018-01-17 00:00:00,7407.38990830498
2018-01-17 03:00:00,8042.452516775815
2018-01-17 06:00:00,8713.956685511319
2018-01-17 09:00:00,9973.43783982156
2018-01-17 12:00:00,8559.75142152614
2018-01-17 15:00:00,10044.148573236538
2018-01-17 18:00:00,10655.70574694278
2018-01-17 21:00:00,11339.333315645297
2018-01-18 00:00:00,11729.187100149775
2018-01-18 03:00:00,12130.36456186638
2018-01-18 06:00:00,9766.72020137211
2018-01-18 09:00:00,9754.016766828701
2018-01-18 12:00:00,10533.822339032215
2018-01-18 15:00:00,11185.90493454265
2018-01-18 18:00:00,11468.235199288625
2018-01-18 21:00:00,11782.27929897665
2018-01-19 00:00:00,11972.227191253329
2018-01-19 03:00:00,11306.747189798976
2018-01-19 06:00:00,12191.308307084664
2018-01-19 09:00:00,10489.606042911055
2018-01-19 12:00:00,9912.690109642968
2018-01-19 15:00:00,11694.423525994895
2018-01-19 18:00:00,11203.359699282388
2018-01-19 21:00:00,8692.838455798403
2018-01-20 00:00:00,10614.635185003137
2018-01-20 03:00:00,10437.817967362042
2018-01-20 06:00:00,10508.362614927795
2018-01-20 09:00:00,11178.46327120555
2018-01-20 12:00:00,11051.890202551898
2018-01-20 15:00:00,9860.478981179898
2018-01-20 18:00:00,9779.41877713212
2018-01-20 21:00:00,10498.799264405465
2018-01-21 00:00:00,10058.89773335691
2018-01-21 03:00:00,9370.84934599213
2018-01-21 06:00:00,10258.284725398182
2018-01-21 09:00:00,10540.147625994712
2018-01-21 12:00:00,7979.531950368009
2018-01-21 15:00:00,10218.155489533623
2018-01-21 18:00:00,10604.490963962638
2018-01-21 21:00:00,10459.694275080483
2018-01-22 00:00:00,11393.437672579807
2018-01-22 03:00:00,11412.778726316017
2018-01-22 06:00:00,10906.798828705783
2018-01-22 09:00:00,11358.217687416418
2018-01-22 12:00:00,10603.21697783595
2018-01-22 15:00:00,10422.236986321832
2018-01-22 18:00:00,11987.38193111969
2018-01-22 21:00:00,11818.845133446514
2018-01-23 00:00:00,10695.846221908037
2018-01-23 03:00:00,10442.419970827712
2018-01-23 06:00:00,11923.168735331034
2018-01-23 09:00:00,11978.840034083496
2018-01-23 12:00:00,12565.03559959274
2018-01-23 15:00:00,11475.883035827943
2018-01-23 18:00:00,12751.133352478779
2018-01-23 21:00:00,11056.730421290373
2018-01-24 00:00:00,10152.878569477041
2018-01-24 03:00:00,10639.36909893452
2018-01-24 06:00:00,10342.342530442585
2018-01-24 09:00:00,11090.878547567696
2018-01-24 12:00:00,11438.515280794352
2018-01-24 15:00:00,12202.517952016078
2018-01-24 18:00:00,11467.97450312031
2018-01-24 21:00:00,11690.370732345045
2018-01-25 00:00:00,9607.085858927265
2018-01-25 03:00:00,11735.097112727097
2018-01-25 06:00:00,11465.729540885715
2018-01-25 09:00:00,11371.65686530048
2018-01-25 12:00:00,10964.17620076959
2018-01-25 15:00:00,12075.568235298833
2018-01-25 18:00:00,9942.929138076066
2018-01-25 21:00:00,9647.18693387508
2018-01-26 00:00:00,10562.527725551117
2018-01-26 03:00:00,10209.952662607931
2018-01-26 06:00:00,9243.440035287755
2018-01-26 09:00:00,9811.950534300817
